query_id Q0 doc_id rank BM25_score system_name
7 Q0 980 1 5.9144958223342625 UniBM25
7 Q0 65 2 5.913946626889229 UniBM25
7 Q0 67 3 5.626261191605692 UniBM25
7 Q0 70 4 5.624238542244762 UniBM25
7 Q0 58 5 5.465212303039093 UniBM25
7 Q0 53 6 5.367804136312579 UniBM25
7 Q0 56 7 5.135663715129123 UniBM25
7 Q0 54 8 5.025954415609837 UniBM25
7 Q0 37 9 5.005239685524281 UniBM25
7 Q0 68 10 4.968545430868673 UniBM25
7 Q0 71 11 4.906838098579451 UniBM25
7 Q0 55 12 4.906112718303795 UniBM25
7 Q0 62 13 4.755983403020827 UniBM25
7 Q0 69 14 4.706702748117439 UniBM25
7 Q0 52 15 4.654044289347666 UniBM25
7 Q0 51 16 4.344185088084581 UniBM25
7 Q0 99 17 4.30844344069338 UniBM25
7 Q0 7 18 4.306085409166888 UniBM25
7 Q0 143 19 4.306085409166888 UniBM25
7 Q0 255 20 4.044868122333683 UniBM25
7 Q0 57 21 4.044868122333683 UniBM25
7 Q0 60 22 3.9725031519582625 UniBM25
7 Q0 248 23 3.968110008475178 UniBM25
7 Q0 96 24 3.953062900170398 UniBM25
7 Q0 509 25 3.879256806873341 UniBM25
7 Q0 12 26 3.8670803765695956 UniBM25
7 Q0 76 27 3.8478489272196863 UniBM25
7 Q0 520 28 3.8066458486634343 UniBM25
7 Q0 164 29 3.7727431625381596 UniBM25
7 Q0 250 30 3.751210802550914 UniBM25
7 Q0 265 31 3.7326573295436454 UniBM25
7 Q0 497 32 3.703499516567203 UniBM25
7 Q0 13 33 3.614386057112523 UniBM25
7 Q0 63 34 3.5815241251102314 UniBM25
7 Q0 240 35 3.5690058982993973 UniBM25
7 Q0 496 36 3.522226640852406 UniBM25
7 Q0 326 37 3.4818362926854816 UniBM25
7 Q0 315 38 3.394404151643307 UniBM25
7 Q0 847 39 3.371922593300414 UniBM25
7 Q0 374 40 3.370959033319267 UniBM25
7 Q0 105 41 3.2734750607729706 UniBM25
7 Q0 751 42 3.2696050509279972 UniBM25
7 Q0 81 43 3.2015538737106706 UniBM25
7 Q0 982 44 3.1863230735153287 UniBM25
7 Q0 77 45 3.1786579658669503 UniBM25
7 Q0 681 46 3.172100841277951 UniBM25
7 Q0 275 47 3.172100841277951 UniBM25
7 Q0 82 48 3.1588910119728313 UniBM25
7 Q0 844 49 3.125497481401086 UniBM25
7 Q0 659 50 3.0955245419644313 UniBM25
7 Q0 35 51 3.064387103594232 UniBM25
7 Q0 36 52 3.064387103594232 UniBM25
7 Q0 10 53 3.0466467817460248 UniBM25
7 Q0 25 54 2.993556719045064 UniBM25
7 Q0 19 55 2.9849019084197743 UniBM25
7 Q0 78 56 2.948869957191641 UniBM25
7 Q0 247 57 2.8812816221011595 UniBM25
7 Q0 20 58 2.8044265360233442 UniBM25
7 Q0 249 59 2.5980588702011165 UniBM25
7 Q0 64 60 2.5980588702011165 UniBM25
7 Q0 49 61 2.518341551043256 UniBM25
7 Q0 83 62 2.469835513349964 UniBM25
7 Q0 765 63 2.4183622258855295 UniBM25
7 Q0 187 64 2.359359461198653 UniBM25
7 Q0 80 65 2.1665233733107545 UniBM25
7 Q0 691 66 2.1302160263745025 UniBM25
7 Q0 185 67 2.106030095148562 UniBM25
7 Q0 79 68 2.100697794410328 UniBM25
7 Q0 233 69 2.0397566742751945 UniBM25
7 Q0 383 70 1.9629283348400615 UniBM25
7 Q0 386 71 1.9275243165847449 UniBM25
7 Q0 239 72 1.9101460779021235 UniBM25
7 Q0 148 73 1.7726160173663692 UniBM25
7 Q0 444 74 1.699375151881794 UniBM25
7 Q0 269 75 1.663360208846937 UniBM25
7 Q0 738 76 1.6215655253887635 UniBM25
7 Q0 91 77 1.5871188587027327 UniBM25
7 Q0 721 78 1.526483235903262 UniBM25
7 Q0 723 79 1.1668338861013623 UniBM25
7 Q0 380 80 1.1281222516759908 UniBM25
7 Q0 666 81 0.8413319975586574 UniBM25
7 Q0 407 82 0.801971706817332 UniBM25
7 Q0 5 83 0.7200524294423557 UniBM25
