query_id Q0 doc_id rank BM25_score system_name
8 Q0 55 1 8.252199366387243 UniBM25
8 Q0 54 2 8.243400916043699 UniBM25
8 Q0 817 3 5.527488151491496 UniBM25
8 Q0 56 4 5.489252310359365 UniBM25
8 Q0 37 5 5.458158917173329 UniBM25
8 Q0 717 6 4.947689735494069 UniBM25
8 Q0 52 7 4.848116134632155 UniBM25
8 Q0 838 8 4.724178587970801 UniBM25
8 Q0 398 9 4.719220678857109 UniBM25
8 Q0 841 10 4.442155854374148 UniBM25
8 Q0 770 11 4.199199778918925 UniBM25
8 Q0 96 12 4.1475581743486325 UniBM25
8 Q0 28 13 4.023239123640432 UniBM25
8 Q0 990 14 3.8985954128025258 UniBM25
8 Q0 672 15 3.807426653930686 UniBM25
8 Q0 679 16 3.807426653930686 UniBM25
8 Q0 210 17 3.807426653930686 UniBM25
8 Q0 236 18 3.750482066261929 UniBM25
8 Q0 43 19 3.750482066261929 UniBM25
8 Q0 688 20 3.750482066261929 UniBM25
8 Q0 584 21 3.7133220576985786 UniBM25
8 Q0 389 22 3.711793042533772 UniBM25
8 Q0 825 23 3.702645329347839 UniBM25
8 Q0 105 24 3.556559653822063 UniBM25
8 Q0 546 25 3.502663405958457 UniBM25
8 Q0 662 26 3.481021747131297 UniBM25
8 Q0 99 27 3.46645406648859 UniBM25
8 Q0 968 28 3.3400396988988055 UniBM25
8 Q0 184 29 3.309845831415997 UniBM25
8 Q0 729 30 3.2536083688195303 UniBM25
8 Q0 172 31 3.222207048721097 UniBM25
8 Q0 808 32 3.1446466890635354 UniBM25
8 Q0 19 33 3.10937116254486 UniBM25
8 Q0 781 34 3.083336444002146 UniBM25
8 Q0 559 35 3.059268897169615 UniBM25
8 Q0 730 36 2.9725117806777313 UniBM25
8 Q0 621 37 2.9309526679303866 UniBM25
8 Q0 768 38 2.7911920943643223 UniBM25
8 Q0 82 39 2.7897899936868753 UniBM25
8 Q0 34 40 2.6463966719484215 UniBM25
8 Q0 989 41 2.5329937297917042 UniBM25
8 Q0 183 42 2.4767625300687635 UniBM25
8 Q0 758 43 2.4202392932247117 UniBM25
8 Q0 864 44 2.4053855380607 UniBM25
8 Q0 320 45 2.3201329744956274 UniBM25
8 Q0 326 46 2.3152944746205204 UniBM25
8 Q0 10 47 2.2969015207800942 UniBM25
8 Q0 710 48 2.285871189214079 UniBM25
8 Q0 868 49 2.197244876294015 UniBM25
8 Q0 327 50 2.1202405223712493 UniBM25
8 Q0 444 51 2.0422212204291963 UniBM25
8 Q0 266 52 1.9312728481119759 UniBM25
8 Q0 707 53 1.917431817046708 UniBM25
8 Q0 81 54 1.905552869155254 UniBM25
8 Q0 270 55 1.8824724838280829 UniBM25
8 Q0 463 56 1.8009611950053341 UniBM25
8 Q0 83 57 1.7346733376257637 UniBM25
8 Q0 699 58 1.7048193138392596 UniBM25
8 Q0 709 59 1.6444835195604222 UniBM25
8 Q0 665 60 1.5808347075092377 UniBM25
8 Q0 305 61 1.4738307503039996 UniBM25
8 Q0 296 62 1.440091212881937 UniBM25
8 Q0 379 63 1.4264185330032353 UniBM25
8 Q0 694 64 1.386915105538359 UniBM25
8 Q0 451 65 1.3740196090937646 UniBM25
8 Q0 378 66 1.3519695858209673 UniBM25
8 Q0 168 67 1.3405097818991283 UniBM25
8 Q0 33 68 1.3226115913932803 UniBM25
8 Q0 329 69 1.2479081627167883 UniBM25
8 Q0 5 70 1.1707654280849347 UniBM25
8 Q0 91 71 1.104758231869031 UniBM25
8 Q0 664 72 1.0932357785834474 UniBM25
8 Q0 375 73 1.0787143714405805 UniBM25
8 Q0 691 74 1.0432589741584288 UniBM25
8 Q0 209 75 1.0349939438488311 UniBM25
8 Q0 661 76 0.9947892305858 UniBM25
8 Q0 666 77 0.9140889673618224 UniBM25
8 Q0 690 78 0.8980612195655856 UniBM25
8 Q0 205 79 0.865468946191958 UniBM25
8 Q0 325 80 0.8297017214330557 UniBM25
8 Q0 324 81 0.7348714870576583 UniBM25
