query_id Q0 doc_id rank BM25_score system_name
5 Q0 601 1 6.361953713472392 UniBM25
5 Q0 562 2 6.2574362001109245 UniBM25
5 Q0 565 3 5.975343465414271 UniBM25
5 Q0 569 4 5.850369624163574 UniBM25
5 Q0 583 5 5.568614577080426 UniBM25
5 Q0 574 6 5.549524129652221 UniBM25
5 Q0 584 7 5.334636390298401 UniBM25
5 Q0 595 8 5.299706290717234 UniBM25
5 Q0 555 9 5.254548806072822 UniBM25
5 Q0 578 10 4.723645189025195 UniBM25
5 Q0 579 11 4.7150460211938645 UniBM25
5 Q0 596 12 4.671330147461515 UniBM25
5 Q0 582 13 4.649031984038945 UniBM25
5 Q0 589 14 4.607678894219763 UniBM25
5 Q0 559 15 4.39500989490361 UniBM25
5 Q0 390 16 4.301186993271608 UniBM25
5 Q0 561 17 4.264843450988559 UniBM25
5 Q0 586 18 4.244055376265904 UniBM25
5 Q0 457 19 4.1374138021326115 UniBM25
5 Q0 580 20 4.071483146249207 UniBM25
5 Q0 745 21 4.003686654123958 UniBM25
5 Q0 566 22 3.905524672935579 UniBM25
5 Q0 588 23 3.8446796346706393 UniBM25
5 Q0 593 24 3.7068970897025566 UniBM25
5 Q0 563 25 3.6695946224456018 UniBM25
5 Q0 598 26 3.6571799770239415 UniBM25
5 Q0 553 27 3.628132391899725 UniBM25
5 Q0 581 28 3.588104930537978 UniBM25
5 Q0 440 29 3.5389261221906816 UniBM25
5 Q0 468 30 3.466330095708308 UniBM25
5 Q0 571 31 3.392564810927699 UniBM25
5 Q0 290 32 3.3869408500701814 UniBM25
5 Q0 572 33 3.381017457399202 UniBM25
5 Q0 592 34 3.356206486519386 UniBM25
5 Q0 297 35 3.3492748011684808 UniBM25
5 Q0 475 36 3.322652383487686 UniBM25
5 Q0 285 37 3.31651179976649 UniBM25
5 Q0 585 38 3.3106639217756126 UniBM25
5 Q0 573 39 3.2712633290423314 UniBM25
5 Q0 747 40 3.232067526131056 UniBM25
5 Q0 599 41 3.2272329250083214 UniBM25
5 Q0 551 42 3.1554701339061677 UniBM25
5 Q0 331 43 3.1499824813014077 UniBM25
5 Q0 935 44 3.145478014301275 UniBM25
5 Q0 833 45 3.138379442744427 UniBM25
5 Q0 357 46 3.125006967325276 UniBM25
5 Q0 321 47 3.109324459850429 UniBM25
5 Q0 673 48 3.052670811082716 UniBM25
5 Q0 912 49 2.9418631816754623 UniBM25
5 Q0 570 50 2.9307036558298156 UniBM25
5 Q0 754 51 2.907173073759791 UniBM25
5 Q0 395 52 2.8282601948175397 UniBM25
5 Q0 671 53 2.797717711370021 UniBM25
5 Q0 205 54 2.770069315251584 UniBM25
5 Q0 916 55 2.719776813103222 UniBM25
5 Q0 400 56 2.658426222675221 UniBM25
5 Q0 668 57 2.644669026077589 UniBM25
5 Q0 646 58 2.5919761237877337 UniBM25
5 Q0 325 59 2.5850612694406707 UniBM25
5 Q0 525 60 2.5473975749322384 UniBM25
5 Q0 639 61 2.5473975749322384 UniBM25
5 Q0 812 62 2.5133287921368312 UniBM25
5 Q0 660 63 2.4236740884341232 UniBM25
5 Q0 503 64 2.4189009630594502 UniBM25
5 Q0 722 65 2.3710157945825143 UniBM25
5 Q0 667 66 2.3710157945825143 UniBM25
5 Q0 560 67 2.3328760059200384 UniBM25
5 Q0 296 68 2.242150663348661 UniBM25
5 Q0 14 69 2.2083994877904356 UniBM25
5 Q0 452 70 2.1843240193080664 UniBM25
5 Q0 356 71 2.178778867473779 UniBM25
5 Q0 664 72 2.1709559120715936 UniBM25
5 Q0 371 73 2.1693782357712417 UniBM25
5 Q0 209 74 2.0950775492254445 UniBM25
5 Q0 738 75 2.0948261270433557 UniBM25
5 Q0 293 76 2.089014348815715 UniBM25
5 Q0 329 77 2.0316390854741995 UniBM25
5 Q0 349 78 2.0145326882201107 UniBM25
5 Q0 644 79 1.9724320200259104 UniBM25
5 Q0 692 80 1.9320943791628624 UniBM25
5 Q0 665 81 1.9249889442289336 UniBM25
5 Q0 312 82 1.8094853261444153 UniBM25
5 Q0 403 83 1.8090735485415435 UniBM25
5 Q0 702 84 1.7452516901153947 UniBM25
5 Q0 957 85 1.6731665594471592 UniBM25
5 Q0 367 86 1.647503420110104 UniBM25
5 Q0 666 87 1.6163546847744783 UniBM25
5 Q0 19 88 1.6026711677589156 UniBM25
5 Q0 690 89 1.5946081079590062 UniBM25
5 Q0 244 90 1.5803527667266317 UniBM25
5 Q0 997 91 1.5638492216191449 UniBM25
5 Q0 904 92 1.5532653578965911 UniBM25
5 Q0 338 93 1.4960499723391116 UniBM25
5 Q0 404 94 1.4514559261884774 UniBM25
5 Q0 5 95 1.4320440942783859 UniBM25
5 Q0 375 96 1.4077579424383713 UniBM25
5 Q0 753 97 1.3613882971747888 UniBM25
5 Q0 765 98 1.3022212242066438 UniBM25
5 Q0 523 99 1.2851328789987229 UniBM25
5 Q0 472 100 1.2423768186605473 UniBM25
