query_id Q0 doc_id rank BM25_score system_name
1 Q0 655 1 7.189382173854424 UniBM25
1 Q0 656 2 6.760453944013669 UniBM25
1 Q0 652 3 6.510763574648892 UniBM25
1 Q0 654 4 6.134351278307959 UniBM25
1 Q0 657 5 5.6589229096794345 UniBM25
1 Q0 742 6 5.229179359028487 UniBM25
1 Q0 363 7 4.725003950438784 UniBM25
1 Q0 659 8 4.603888173626757 UniBM25
1 Q0 648 9 4.209239124400729 UniBM25
1 Q0 703 10 4.209239124400729 UniBM25
1 Q0 297 11 3.1913764061889536 UniBM25
1 Q0 743 12 2.6763894362488294 UniBM25
1 Q0 838 13 2.5288633531684197 UniBM25
1 Q0 830 14 2.5219014516000264 UniBM25
1 Q0 679 15 2.512266632879266 UniBM25
1 Q0 210 16 2.512266632879266 UniBM25
1 Q0 672 17 2.512266632879266 UniBM25
1 Q0 343 18 2.492455362853892 UniBM25
1 Q0 792 19 2.4924169247213976 UniBM25
1 Q0 813 20 2.4498887800518916 UniBM25
1 Q0 871 21 2.429335270773127 UniBM25
1 Q0 817 22 2.4235628220116023 UniBM25
1 Q0 783 23 2.380006639537461 UniBM25
1 Q0 730 24 2.372953541779357 UniBM25
1 Q0 3 25 2.3714363953071467 UniBM25
1 Q0 61 26 2.367763511923157 UniBM25
1 Q0 784 27 2.365100188230937 UniBM25
1 Q0 894 28 2.3613200669342067 UniBM25
1 Q0 370 29 2.3346876913100605 UniBM25
1 Q0 839 30 2.332294975605655 UniBM25
1 Q0 815 31 2.328722430593948 UniBM25
1 Q0 327 32 2.3205394349234214 UniBM25
1 Q0 781 33 2.312433065689216 UniBM25
1 Q0 228 34 2.301596754066696 UniBM25
1 Q0 52 35 2.2882935964756577 UniBM25
1 Q0 816 36 2.2653048149596953 UniBM25
1 Q0 351 37 2.2531808267284394 UniBM25
1 Q0 848 38 2.252563499177756 UniBM25
1 Q0 824 39 2.2514529118824864 UniBM25
1 Q0 233 40 2.2493379954787005 UniBM25
1 Q0 823 41 2.248497107731286 UniBM25
1 Q0 334 42 2.2475286332255457 UniBM25
1 Q0 337 43 2.240209852134273 UniBM25
1 Q0 836 44 2.2348657681689845 UniBM25
1 Q0 788 45 2.2314684547730015 UniBM25
1 Q0 843 46 2.230772252550105 UniBM25
1 Q0 82 47 2.226647320586755 UniBM25
1 Q0 799 48 2.2242537278101766 UniBM25
1 Q0 860 49 2.2241332232030917 UniBM25
1 Q0 782 50 2.2238627446836436 UniBM25
1 Q0 789 51 2.2229153705249423 UniBM25
1 Q0 112 52 2.2184990154447237 UniBM25
1 Q0 812 53 2.214606790414316 UniBM25
1 Q0 339 54 2.2060044063579944 UniBM25
1 Q0 653 55 2.2017358559344133 UniBM25
1 Q0 854 56 2.2011936018102234 UniBM25
1 Q0 874 57 2.198240042559014 UniBM25
1 Q0 779 58 2.194990009370181 UniBM25
1 Q0 858 59 2.1923968939576666 UniBM25
1 Q0 206 60 2.185812412105199 UniBM25
1 Q0 713 61 2.185812412105199 UniBM25
1 Q0 185 62 2.17402057957073 UniBM25
1 Q0 856 63 2.1659867077554806 UniBM25
1 Q0 844 64 2.1372121800004504 UniBM25
1 Q0 32 65 2.1345031394446137 UniBM25
1 Q0 229 66 2.132721080027183 UniBM25
1 Q0 859 67 2.1257240849368535 UniBM25
1 Q0 431 68 2.1229450328882415 UniBM25
1 Q0 717 69 2.1105457618641448 UniBM25
1 Q0 729 70 2.0945747260695393 UniBM25
1 Q0 430 71 2.088163679377915 UniBM25
1 Q0 427 72 2.0856208316944205 UniBM25
1 Q0 428 73 2.0845365874908057 UniBM25
1 Q0 47 74 2.075301228370329 UniBM25
1 Q0 826 75 2.0735345715164937 UniBM25
1 Q0 235 76 2.065692934047215 UniBM25
1 Q0 53 77 2.0635928783687807 UniBM25
1 Q0 39 78 2.0634849909456014 UniBM25
1 Q0 433 79 2.0621760071348176 UniBM25
1 Q0 837 80 2.06090289240154 UniBM25
1 Q0 808 81 2.0605542089408893 UniBM25
1 Q0 827 82 2.047977536475894 UniBM25
1 Q0 340 83 2.0403381353410297 UniBM25
1 Q0 19 84 2.038582478421046 UniBM25
1 Q0 320 85 2.0352842683705146 UniBM25
1 Q0 651 86 2.0331057143922724 UniBM25
1 Q0 663 87 2.0331057143922724 UniBM25
1 Q0 650 88 2.017878682786705 UniBM25
1 Q0 786 89 2.017878682786705 UniBM25
1 Q0 845 90 2.006244477424369 UniBM25
1 Q0 841 91 2.000544354395528 UniBM25
1 Q0 875 92 1.9865486996169066 UniBM25
1 Q0 108 93 1.9824710403854207 UniBM25
1 Q0 822 94 1.9819871035170578 UniBM25
1 Q0 234 95 1.981760272250715 UniBM25
1 Q0 219 96 1.9817000793057975 UniBM25
1 Q0 795 97 1.969487151162258 UniBM25
1 Q0 829 98 1.9653903520991287 UniBM25
1 Q0 685 99 1.9595055553651592 UniBM25
1 Q0 852 100 1.95875234947961 UniBM25
